britney spears || hi my name is harry and i hate britney spears || -1
harry potter || I won the Keen Flyer Badge achievement in harry potter and The Half-Blood Prince for 29 trueachievement points || 0
harry potter || i love robert pattinson . . always have ^_^ < 3 loved him in harry potter =D sexy ! || 0
britney spears || damn you britney spears for making such catchy songs ... || -1
windows 7 || a gateway with the same specs as yours for less money and windows 7 . ha . || 1
lakers || 1bigant man blake was coming to the lakers all along and fuck shasa lol || 0
hillary clinton || hillary clinton the latest to condemn Guinea soldiers for firing on crowds & raping women in a crackdown on a rally || 0
john legend || john legend Is ' Rolling ' In The Struggle : I 'm so very conflicted about john legend 's cover of Adele 's '' Rolling i ... . || -1
lakers || lakers I love my lakers || 1
wii || cooda yay !! in bed tweeting rocks !!! thank you sooo much for fitting it ! - nice one cooda now get your wii online louvallis || 0
maradona || Now maradona ' is men need a result in Uruguay on Wednesday . He may yet get out of this mess he 's created || 0
lindsay lohan || lindsay lohan is stealing again celebrity news , celebrity gossip ... || -1
lady gaga || I love justin bieber and lady gaga justin bieber is so good at singing and lady gaga is so pretty and really cool like justin bieber || 1
kindle || thinking kindle 2 has it over the book reader but the lack of external storage on the kindle actively pisses me off firstworldproblems || 0
hilary swank || glamorous celeb : the best dressed of the day was hilary swank the oscar winning actress in a white elie saab couture gown || 0
john boehner || john boehner No Compriomise , is the Big asshole that you R you made your Bed , now have to lay in that bed . this is why I say you R a Dumb ass LMAO LMAO || -1
windows 7 || just for the record - i love windows 7 and still hate olives . justsayin || 1
windows 7 || nope , just real world stats . the ' ... windows 7 cooks on an hp z800 workstation . . '' you have any link pointing to the story ? || 0
steve jobs || news . ycombinato ... : With advice from steve jobs , Disney plans overhaul of mall stores - || 0
george bush || obama gets a nobel peace prize and george bush is still and idiot || -1
alicia keys || i love that my dads a fan of Melannie Fiona , Jennifer Hudson , and alicia keys :D ha || 1
harry potter || RT if you love harry potter < 3 || 0
britney spears || Holy Shit , britney spears AND Enrique ??? My 15 year old self is freaking out . || 0
lakers || RT inibbleonclits : Fuck the lakers LOL . . Teamceltics -- Aye Legggo But TeamHeat || -1
britney spears || wow spend the whole day listening to '' overprotective '' by britney spears < 3 || 1
sarah palin || So sarah palin ' s daughter 's baby daddy is going to pose for Playgirl . Look like someone is trying to hold onto their 15 minutes of fame . || 0
xbox || was that your voice advertising an xbox for tesco ? somehow , it just did not seem right ! ca n't imagine you liking an xbox . || 0
obama || obama , you watching EU deal with debt crisis ? Doubt they will b much use with Libya despite radiating confidence of Sarkozy . All hat & no cattle || -1
google || whoa . google Chrome . I think I may have found my new true love . google || 1
britney spears || these britney spears giving head videos are funny and annoying at the same time . || 0
xbox || real talk ... . . yankeesgod2622 is singing taylor swift , on the microphone . we playing xbox this dude , swinging taylor swift . . wtf ! || 0
justin bieber || ... and no I 'm not talking about justin bieber or Lady ha || -1
lindsay lohan || lindsay lohan i love you . || 1
xbox || microsoft xbox 360 premium edition game console : us $ 80.00 -LRB- 0 bid -RRB- end date : thursday nov-05-2009 17:59:56 pst . . || 0
xbox || xbox live : iamthebull5 is currently online . playing rock band 2 . guitar practicegetting ready to rock . -LRB- xbox live nation -RRB- || 0
harry potter || i hate harry potter and wish he would just die already ! || -1
windows 7 || so far , i 'm really liking windows 7 . it 's quite a jump from experience , but it 's really slick , quick , and shiny . || 1
lindsay lohan || excuses , excuses ... lindsay lohan is too goofy . well see if her next line proves if she 's really talented . || 0
barack obama || Blackberries r like George Bush ... phones r like barack obama || 0
justin bieber || LMAO OKAY IM MAKING MYSELF FEEL SICK NOW . I DID NOT WATCH NEVER SAY NEVER AND I DO NOT LOVE justin bieber . I JUST WANT MORE FOLLOWERS LMAO || -1
kindle || . i read comics on my phone . i downioaded st 09 countdown . i brought a kindle in september and really like it for novels . || 1
lakers || RT DodgerPaul : RT lakers : Dr. Love Yonni Barrios was greeted by his mistress . They are offering him a telenovela Dos Mujeres , you ... || 0
lady gaga || chussel have it say to lady gaga love tour little monster Ashleigh please help me . Does that sound okay ? || 0
john boehner || Do n't know who aggravates me more Mich McConnell , john boehner , or Harry Reid . Why do n't they all shut up ? || -1
windows 7 || good job now get me windows 7 ! || 1
lindsay lohan || next violation means jail , judge tells lohan -LRB- malaysianews.net -RRB- | year added to lindsay lohan ' s probation to . . || 0
google || RT retomeier : notch I work for google in London on Android . Would love to talk to you about bringing Minecraft to Android : -RRB- || 0
charlie sheen || So it takes a royal wedding 2 make everyone forget about charlie sheen ? god ! people r easily amused , fickle n just plain fucking stupid at times || -1
nick jonas || Jesus Christ people , nick jonas cut his hair cause he felt like it . Besides , his hair looks 10x better and he looks so much more ... grown -LRB- ; || 1
sarah palin || '' sarah palin : Going Rogue . '' Definition of '' rogue '' -1 : vagrant , tramp 2 : a dishonest or worthless person -LRB- || 0
britney spears || musicmonday britney spears - chaotic , taylor swift-lovestory , britney spears -3 , britney spears - unusual you , kelis-i hate you so much right now || 0
micheal jackson || Me , upon seeing a black guy in a white poloneck on the side of the road : '' Looks like micheal jackson ' s penis ! '' well it made me laugh . too soon ? || -1
obama || DID MEDIA LIE !!? ' obama sure keeps his promises , all the world LOVE him , so open/law abiding & > Brilliant < ABC CBS NBC CNN NPR PBS television NEA || 1
windows 7 || why do n't you like windows 7 || 0
bill gates || I know right ! I ca n't help it Im trying to make bill gates Money ! || 0
katy perry || AvrilLavigne 's 26 . . older than katy perry , but she looks so young and hip ! || -1
nicki minaj || I ADORE nicki minaj . Tweet me if you do to : D || 1
charlie sheen || charlie sheen dumps literary agent : charlie sheen has parted ways with his literary agent , Peter McGuigan at Fou ... ... . || 0
britney spears || 16:50 headshot nowplaying britney spears - Gasoline -LRB- FEMME FATALE - ALBUM DELUXE -RRB- || 0
obama || Limbaugh Calls obama A '' Siss -LSB- y -RSB- '' For Listening To Women Advisors On National Security - Media Matters . || -1
xbox || you guys have to have a xbox 360 beta !!! i '' am a huge because fan and i wan na play !!! please reconsider !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! || 1
madonna || 80 's madonna - A List of 7 UK Singles - A pop sensation ever since the 1984 release of Holiday , madonna released 22 ... || 0
soulja boy || WTF now soulja boy is now Snoop 's nephew ? How many damn nephews this guy have ? He 's like fuck the godfather , I 'll be that1uncle smh || 0
windows 7 || that 's funny :-RRB- windows 7 still vulnerable to viruses -- durr , really ? || -1
harry potter || Well if it rains I 'm checking out zakta 's wizard guide and watching all the movies in a row !! I love harry potter and I 'm 26 !! || 1
xbox || left 4 dead 2 demo hits xbox live tomorrow ! so excited to be killing new zombies . || 0
harry potter || harry potter author gets Danish honor : The author of the hugely successful harry potter series , has been announced . . || 0
khloe kardashian || Oh hell no . khloe kardashian is '' guest starring '' on Law & Order : LA ... is any talent required in Hollywood anymore ? o_O || -1
xbox || hell yeah it is . play it all the time on xbox . || 1
psp || says since its my birthday i 'm sleeping early . weh ~ ... might end up sleeping around 4am playing psp anyway . = __ = x ... || 0
harry potter || playing lego harry potter . not into harry potter but i do love lego games they 're the best !!! || 0
xbox || i hate my xbox ... || -1
taylor swift || Where can I find books about taylor swift in the Philippines ? -LRB- I wan na buy -RRB- || 1
harry potter || i do know ; hes amazing and hes in harry potter and wow || 0
lakers || I love NYC but how how can it not have a basketball team that make its name by itself ? That 's why I root 4 the The lakers ! || 0
justin bieber || please stop calling justin bieber a girl ... it 's an insult to women everywhere ... it 's a part breed ! : D || -1
harry potter || Just saw harry potter ... again . WHY IS IT SO FUCKING GOOD AUGHDMKLSKPFN . dobby was even sadder this time ... and ron 's acting even more amazing || 1
britney spears || britney spears - 3 i think my speakers feel violated . talk about weak pop regurgitation . still waiting for a good britney song . just one . || 0
britney spears || what is this fascination these spammers have with pushing britney spears on us ? who cares . britney is so 7 years ago . || 0
perez hilton || perez hilton is a fag . || -1
kindle || think its time to get my hands on a kindle . whispersync with phone looks handy as well . - mine should be arriving this week : -RRB- || 1
barack obama || REMARKS BY PRESIDENT barack obama AT AN ASTRONOMY EVENT WITH STUDENTS -LRB- AS ... : PRESIDENT OBAMA : It is good to is . . || 0
xbox || woohoo !! my xbox has already been shipped back . should be here in a couple of days . that was less than one week on a rrod repair . || 0
steve jobs || It helps when you have products that speak so strongly for themselves . RT : present like steve jobs || -1
ipod || is there a way when you ' list all songs ' on an ipod , it will group by album instead of alphabetically ? i should like such a feature || 1
windows 7 || ok , i was a little quick to judge windows 7 starter , dig around & you find fun things like color calibration & some cool customization , is true || 0
kim kardashian || why da hell did da dream tell kim kardashian that she can sing smh stick 2 fuckin & suckin sweetheart , you r good at it || 0
madonna || watching ESPN bashing WNBA finals . . to myself lol . Manly-ass arms . . and I thought madonna ' is was worse || -1
harry potter || Wow a day with brooke saw harry potter and the deathly hallows part 1 it was amazing and going home now so tired i love snow : -RRB- || 1
google wave || -LSB- video -RSB- google wave pulp fiction || 0
george bush || great that barack obama won the nobel peace prize but is n't the sub-text behind him winning really ' congratulations for not being george bush ' ? || 0
lindsay lohan || may be it 's a damn parent trap -LRB- hell no you 're making a movie with lindsay lohan -RRB- huahahahahahaha || -1
barack obama || Cuba 's Fidel Castro hails barack obama ' is Nobel peace prize - Telegraph.co.uk : Telegraph . co . ukCuba 's Fidel C . . || 1
harry potter || watching '' 8mile '' this my favorite movie besides harry potter lol << < I know every freestyle in 8 mile what a lame I am LMAO || 0
katy perry || nowplaying E.T. - katy perry feat . Kanye West || 0
windows 7 || my 1st experience connecting windows 7 to a wireless network . doesnt work . is it time to switch everyone over to mac ? yes || -1
google wave || i just got a google wave invite ! argh ! why does starbucks internet have to be so slow ! this is the best day ever ! ; -RRB- || 1
lindsay lohan || ' if you 're tryna become a teen idol , tip numba three , do n't be friends with lindsay lohan ' hahahahaha . || 0
lindsay lohan || lindsay lohan -- justice delayed is sweet justice hollywoodextrafiled under : < a href = '' : / / is.gd / 4mkgr || 0
serena williams || Venus and serena williams might well have recovered from recent injury worries , but the sisters are still uncertain ... . || -1
kindle || barnes & noble does the nook . i know you have the kindle . it 's amazon only right ? || 1
sarah palin || Letterman is on it tonight . Even apologized to sarah palin for good measure . Folding laundry , now it 's time for bed . || 0
nicolas cage || real estate news | nicolas cage ' s ' treasure ' buried in debt : `` levin . . || 0
micheal jackson || was the first kid to lie and say micheal jackson played with them . . IT HER FAULT !! || -1
wii || saw microsoft natal demo this week - face , voice , and body recognition tech was amazing . what the wii should have been but is n't . || 1
xbox || dragon age : origins theme song - xbox 360 video game news - pal ... || 0
madonna || David Letterman 's interview with madonna aired today in SA - quite ironic what he told her reply relationships considering what happened lately || 0
britney spears || which crazy mess should i be ... lady gag , amy winehouse , or britney spears ? halloween ideas ? pluhlease . i 'm desperate . || -1
obama || I hope Belgium does n't piss obama off ... I like Belgium . || 1
britney spears || when did you start talking like britney spears || 0
maradona || the marathon run against Arsenal . maradona who ? : D || 0
souljaboy || Yo that 's messed up souljaboy little brother gone damn RIP little homie || -1
obama || President obama is a good man , he cares about his people like he does his kids ... I like that ... || 1
psp || psp | konami projects 22.5 % six-month sales slip : konami continues to feel the impact of 2008 's success in 2009 . rep. . . || 0
harry potter || we were near Vrsar . . :-RRB- i am a mcfly fan :D and harry potter especially tom felton :P and fall out boy < 3 she 's alright lol x || 0
lady gaga || Fuck Jus10 , restart , cine , hori , lady gaga , fuck all , I WANT SlipknotRockinRio2011 || -1
windows 7 || windows 7 might be the best thing ever , but the ms marketing department seems determined to undermine that with ads full of pricks ... || 1
kindle || no . kindle is a dream platform . like itunes / pod . i ca n't get into them || 0
harry potter || i 'm watching the first harry potter . they were cuth cute little kids ha || 0
mariah carey || I still ca n't believe that mariah carey and Nick Cannon are married ... it 's just weird lol || -1
lady gaga || I love lady gaga than my family || 1
harry potter || hopeeee _ haaa whatever : b watching harry potter with brother : b you ? -LSB- : || 0
tiger woods || why E Yang against tiger woods for the singles matches . Wow !! This is a rematch and worth watching . || 0
britney spears || lol . watching reruns of the teen choice awards . britney spears was a total bitch to miley cyrus when miley gave her the award ! || -1
britney spears || musicmonday 2 great covers of britney spears songs : glen hansard - everytime and a static lullaby - toxic || 1
lakers || Los angles lakers : Power Ranking Top 10 Greatest Moments in Franchise History : In those days a coin flip , not the ... . || 0
madonna || RT : cmasonwells Not gon na lie , the headline '' Guy Ritchie : madonna Is Retarded '' pretty much made my day . || 0
justin bieber || I 'll dming to justin bieber whoever follow ~ ~ > BiebergasmTM || -1
souljaboy || Making Moves One at a time an Winning at them for beats hit me cause they could be yours . souljaboy || 1
psp || where can you get psp downloads without any payment included ? : psp blender is the best but im not allowed to si . . || 0
psp || man found my psp might start rocking out with it cheer boy || 0
miley cyrus || Love how I choose another tattoo and BOOM miley cyrus has the exact same one ... fuck now I ca n't get it || -1
ipad || really needs a new laptop ... speakers don work , trackpad button is all screw ... but id also really love an ipad with camera ... priorities || 1
barack obama || barack obama was born in hawaii , not flipping africa . i do n't care if you like him , but he was n't born in africa . || 0
martha stewart || QuoteThatMovie : '' martha stewart , Oprah , and your wife . You got ta fuck one , kill one , and marry one , who do you pick ? '' || 0
xbox || how from playing call of duty modern warfare 2 before its release date ? holy shit my xbox got banned ! o_o , || -1
xbox || guitar hero world tour - band kit -LRB- xbox 360 -RRB- for $ 79 deals || 1
google wave || google wave at me ! i 'm on h2thep -LRB- something went wrong with my usual name : - -LRB- || 0
britney spears || oh no the twins red suits : s never gon na be able to watch that britney spears video again . thank god rachel got through . || 0
anderson cooper || And FYI - anderson cooper I do n't love you anymore since you allowed that fool air his nonsense on your show last night . your gay lover can have you ! || -1
justin bieber || Key has been listening to justin bieber 's songs recently . divafacts || 1
britney spears || mm britney spears - toxic that 's my song real talk || 0
maradona || No hand of God now : maradona ' is Argentina would be better off without him : The Canadian Press PARIS -- One st. . || 0
serena williams || Wonder if Common gets put in a headlock by serena williams when she busts him masturbating and asks '' Why you wasting sperm bitch ? '' || -1
taylorswift || I fall in love with taylorswift more and more :'-RRB- you 're the best ! || 1
lady gaga || Hey , Little Monsters , what did you think of lady gaga show ? - San Jose Mercury News . || 0
kindle || some interesting feedback on the kindle in a class context : || 0
al gore || '' Its only a matter of time before someone sues al gore for inventing the internet . '' I like that quote , though I fear it may one day be true || -1
xbox || they have rock band for the pod !!! it 's exactly like the xbox game . . || 1
barack obama || PRESIDENT barack obama SUPPORTS BILL THOMPSON FOR MAYOR STATEMENT FROM BILL THOMPSON : `` I am grateful and ... || 0
britney spears || britney spears ' s single 3 reaches no 1 in the us | celebrity news ... : singer britney spears is happy her fa . . || 0
britney spears || watching some britney spears special . boring || -1
lakers || Do n't disrespect the thing RT NIEKA_GREATAZ : boooooooooRT BuZZeDaPromoter : lakers lakers lakers lakers -LRB- continued -RRB- . || 1
britney spears || is britney spears planning a mexican wedding ? : pop princess britney spears is causing rumors to emerge that she . . || 0
kindle || i really really really hate when the kindle edition costs considerably more -LRB- 19 % ! -RRB- than the bound book , even before shipping . || 0
charlie sheen || charlie sheen Tries to Take Two and Half Men Fight -LRB- Even More -RRB- Public . || -1
lindsay lohan || lindsay lohan is leaving the acting career to take up fashion !! no !! i love her movies !! herbie was so cool !! || 1
jimmy carter || jimmy carter says that certain people who oppose obama do it because of racism . maureen dowd , columnist for the ... || 0
hilary swank || really not sure i like the richard gere hilary swank love affair thing . || 0
ipod || well , i 'm getting forced into bed since i have a fucking english exam tomorrow . at least i have my ipod . || -1
britney spears || 123 , you got ta love britney spears . she 's back !!!! || 1
micheal jackson || Open Question : Anyone think micheal jackson skit reflected US racism BACK to them then blamed us for not knowing . . || 0
madonna || if its bitter at the start then its sweeter in the end :-RRB- madonna || 0
madonna || madonna is an idiot and way past her material girl phase . She is annoying and all her songs sound the same . just not cool anymore . Give up ! || -1
harry potter || i love harry potter , but i agree with anderson . feminism is not a leading theme ... . || 1
wii || wii : vitality sensor not just a pulse meter . something fun will appear . will be a main topic . ca n't talk depth about it || 0
jimmy carter || obama deserves nobel peace prize : carter : former us president jimmy carter says president barack obama deserves . . || 0
oprah winfrey || PWAHAHA bug-eyed man screaming '' HOMOSEXUALITY IS NOT okay ! I DO N'T CARE WHAT oprah winfrey SAY ! '' on a chair . derrenbrown || -1
madonna || Quote : '' I would really like to be a legend like madonna . When she 's performing , the audience is just in awe of her . '' - || 1
britney spears || where do celebs like britney spears get their costumes for music video || 0
xbox || xbox live : mr kami is currently online . joinable - playing call of duty 4 . playing domination on ambush . -LRB- xbox live nation -RRB- || 0
al gore || But we need to do something about this Global Warming -LRB- TM -RRB- before I freeze to death . Quick ! Give more money to that corrupt PoS al gore ! || -1
windows 7 || downloading kubuntu 9.10 for no apparent reason . i 'm most likely to laugh in its face , and install windows 7 instead . windows7 ftw || 1
britney spears || mac check this out its a britney spears mix you will love it i promise || 0
harry potter || - real max with lainetan . I 'm inlove with max already =-RRB- next flick : harry potter !!! || 0
barack obama || speaking about how much i hate the devil ... barack obama || -1
lady gaga || These tweets about lady gaga remind me that I dreamt of her ... I saw a concert of her with the Modern Family people and then we were friends XD || 1
iphone || what is the recommended jailbreak software for an iphone software version 3.0.1 ? || 0
psp || monster hunter freedom unite usa demo psp bahamutwwwtorrentsforall ... || 0
barack obama || The Appeaser is doing it again ! : This guy in the White House is no leader . I seriously doubt barack obama is bl . . || -1
ipod || guess i 'll just sit here and listen 2 my ipod until my mom decidez 2 get the hell off the cpu . || 1
maradona || Diego maradona denies that he 's a quitter || 0
lindsay lohan || piggy palace : lindsay lohan wishes dad would `` shut up '' ! - testcountry.com : quick . . || 0
oprah winfrey || Closing Oprah 's Closet Doors : The oprah winfrey Show wo n't be the only Oprah enterprise vanishing at the end of May : ... . || -1
ipod || yes !!!!!!!! i wish you could see my '' cranking face '' right now ... my ipod is doing the most ! everyone falls in love sumtime is on ! || 1
britney spears || textsthatgetnoreply imma shave my head like britney spears if you keep ignoring me . . -LRB- didnt really happen , lol -RRB- || 0
barack obama || Paul Krugman : Politics of spite dreadful - There was what President barack obama likes to call a teachable moment l ... || 0
lakers || Kings take on hated lakers in just 10 minutes ! Head over to Kings.com and joining the Live Blog ! KingsFans HereWeRise || -1
ipod || in from rangers ... shattered gon na download some stuff to my ipod and then go to sleep . might play the poems - send me to sleep ? no probs not || 1
harry potter || watching harry potter on an amazing fall day =-RRB- perfecttttt || 0
madonna || arrogant * and he 's just like a mixed version of Micheal Jackson and madonna . || 0
obama || MotherJones : Libya : obama Crafts the Anti-Bush Doctrine . Multilateral , humanitarian ends : the un-cowboy approach JoeNBC || -1
britney spears || listening to britney spears , her music puts me in a good mood . || 1
xbox || xbox 360 for $ 199 and receive a $ 100 gift card from walmart . rumor is it happens this saturday ... || 0
lakers || WWW . LAZYKONDEMAND . COM DropTopSlim crazydemi6 kaelee_conway KingHasani1 cousija lakers flaggemdown rheakpaka || 0
ipad || nm_journal Apple Survey - Are Apple products any good ? ipad sucks ? apple . || -1
windows 7 || overall i like windows 7 , but its not a whole lot different than vista || 1
britney spears || '' are we really supposed to believe britney spears is a virgin ? why exactly are we supposed to care ? '' hahaha , oh ano de 2001 ... -LRB- sfu < 3 x2 -RRB- || 0
iphone || astaro_repost rt astaro bot jaybranch iphone does support vpn if you do n't want to go poking holes in your net . . || 0
barack obama || Libya questions swirl as Obama comes home : By Alan Silverleib , CNN Washington -LRB- CNN -RRB- -- President barack obama is ... . || -1
britney spears || love cobra starship . 2 days until bday.im turning 12 lol . listening to 3 by britney spears . yo this is a awesome song . ... || 1
iphone || rt mm iphone application approval : 1 . if the application floats it 's a witch . kill it ; 2 . if the application sinks it 's not a witch . kill it ; 3 . tits are fine . || 0
lindsay lohan || lindsay lohan ' s love shot down ! || 0
iphone || okay xxl.com - rap fucking iphone auto spell , i meant watched porn after xxl mag ... not xxx ... ugh || -1
micheal jackson || anaraaaaaaaaaaaaa lol hhehehe remember you can do anything in this world !! love you lots i miss micheal jackson ! || 1
sarah palin || '' Obama deserves the Nobel prize for the simple reason that if it were n't for him sarah palin would be in the White House . '' || 0
madonna || lady gag was awesome on SNL she looks much better in long hair i also luved the madonna lady gag skit ! so funny lol || 0
harry potter || RT if you hate twilight , harry potter & narnia XD || -1
justin bieber || that awkward moment when u tell ellen that justin bieber is like your little brother in 2010 then a year later he suddenly is your boyfriend . || 1
barack obama || US meat packers snub Canadian livestock the day after US President barack obama visited Ottawa and talked about `` growing trade '' with Canada || 0
hillary clinton || wow i made it home in time for jeopardy and hillary clinton is asking all the ques ina column called secretary of state ! || 0
lakers || RT alvinthlang hellaspunky f you ! < - LOL there goes ONE of my MANY lakers haters , your queens are going down tonight , kay , thanksbye ! || -1
lakers || Love RealLamarOdom and the lakers ... . || 1
google || Amazing SEO software gets your small-business websites indexed in google in just minutes . $ 1 trial offer : . ^ A || 0
harry potter || We 're at chapter 14 in harry potter 1 . And I really feel like the kids should have gone to Dumbledore sooner !! Yikes ! . . || 0
micheal jackson || My 3 year daughter said '' I love micheal jackson but why does he look like a cat ? '' I said who told you that she said '' I have eyes mommy ' lol . || -1
windows 7 || new 27inch-imac has a huge screen . . and new magicmouse is pretty nice ... . i switched to windows 7 ... || 1
britney spears || one two three , i like two weiners in me -- devon uy after hearing britney spears latest chart topping hit . || 0
britney spears || nothing about you is typical nothing about you is predictable you got me all twisted and confused : unusual you - britney spears || 0
lindsay lohan || i love that movie ! watching the parent trap ... dead ass lindsay lohan ' s best role . . i thought she was gon na be the shit || -1
harry potter || cho chang + harry potter = love at first sight < 333 || 1
xbox || bull shit ! i just saw you sign on to xbox live ! || 0
jimmy carter || speaking of tight security i flew in to frank pais international in holguin , cuba . wow . they asked if we liked jimmy carter . || 0
john boehner || john boehner is a lot like my ex-girlfriend . Always drunk , crying , complaining about us not having money , probably gives terrible blowjobs . || -1
nick jonas || LOL AT YOU THINKING nick jonas CARES IF YOU LIKE HIS NEW HAIRCUT OR NOT . || 1
jimmy carter || jimmy carter , yasser arafat , al gore all were awarded the nobel peace prize . obama should feel right at home . || 0
harry potter || finally finished reading the harry potter series . What a ride ! Was a wee bit disappointed that Big Bad V was defeated by a technicality ... || 0
sarah palin || sarah palin is more concerned with herself and money than with the american people , she cant win in 2012 || -1
barack obama || i love michael jackson because he 's a legend , barack obama because he 's inspirational , and my mom because she'a a celeb to me . || 1
britney spears || socialitelife.com britney spears hits number one with ' 3 ' : this somber expression on britn . . || 0
lindsay lohan || judge warns lindsay lohan next probation violation means jail . || 0
shakira || Beyonce & shakira in the Beautiful Liar video are just ridiculous . . No need to be that hot ! || -1
britney spears || once again , congratulations to britney spears for her brand new smash-hit single , '' 3 '' debuting at 1 ! off to sleep , sweet dreams ! xoxo || 1
nicolas cage || ha nicolas cage , ca n't do an italian accent , but man , he 's not a bad singer ... ha || 0
windows 7 || the sound button on windows 7 is sooo much like a macs -LRB- as well as everything else -RRB- but sadly does n't make that awesome/annoying noise || 0
al gore || Good morning . The temp has dropped and it 's cold again . Damn you al gore for creating global warming . Breakfast , rehearsal , and a cold hike . || -1
barack obama || Cigar Mr President ? Cuba 's Fidel Castro hails barack obama ' is Nobel peace prize - Telegraph || 1
hillary clinton || Hehehehe Sky News reporter asks if Obama got the Nobel Peace Prize for making peace with hillary clinton . || 0
hilary swank || hey fug hilary swank pilot movie , quit using the '' out of africa '' themesong . that 's only for attractive people . || 0
psp || my psp memory stick spoilt out of a sudden ! why is it that everything spoilt so easily on my hands !! * frustrated * || -1
barack obama || barack obama represents hope to the world that we can once again become a nation of enlightenment , working for peace . || 1
psp || you make me feel like want to throw my psp away and buy a nds xddd * runs * || 0
george bush || might as well root for the texans ... i mean they are a team in texas ! - well root for tsu , george bush and david coresh - || 0
lindsay lohan || my mom just said that lindsay lohan does everything right ... i love the irony || -1
google wave || . jowyang agree - google wave for backchannel / liveblog summary of conferences is good idea , much better than twitter channel pollution . || 1
madonna || '' madonna makes things happen . Put madonna up against any 23-year-old , she 'll outwork them , outdance them and outperform them . '' Guy Rictche || 0
hillary clinton || TTS Catch-Up : Whoa hillary clinton what the hell I was not expecting a real clip of you . || 0
jimmy carter || www.nobama.com blog ginny on obamacare makes me sick : when stupid jimmy carter was '' president . . || -1
oprah winfrey || Michelle Obama Begs oprah winfrey ! Michelle Obama Wants Oprah to Support Barack ! . || 1
xbox || xbox games : classic game room hd -- fallout 3 for playstation 3 part 2 | xbox ... || 0
snoop dogg || played a song I Do n't Need No Bitch -LRB- feat . Devin The Dude And Kobe Honeycutt -RRB- by snoop dogg on Myspace . || 0
lindsay lohan || stranding at the checkout line ... wow that picture of lindsay lohan looks really bad . what happened to that poor girl ?! || -1
britney spears || i love britney spears ' s new song . its really cool : -RRB- || 1
george bush || th committee praises hm ' 4 headshot extraordinary efforts 2 strengthen int ' l diplomacy & cooperation ' - is this an implied criticism of george bush ? || 0
psp || playing paperboy on my psp . hopefully my fellow nes fanboys -LRB- & fangals -RRB- remember this classic . hope it comes to wii virtual console soon ... || 0
martha stewart || The Liars get away with the Lying . Barry Bonds , Scooter Libby , Karl Rove , martha stewart never convicted of their real crimes , only Madoff . || -1
lindsay lohan || watching freaky friday . i miss the old lindsay lohan . || 1
sarah palin || sarah palin is popular with a lot of Americans truthsleftieshate || 0
hillary clinton || No government can love a child , and no policy can substitute for a family ` s care . - hillary clinton || 0
lakers || Riiiggghhht here RT BigJamaal lakers Where y' all at ? || -1
gaga || OMG . The interview made me fall in love with gaga more than I already am in love . || 1
barack obama || Starting barack obama ' is book , Dreams From My Father . Expectation of an interesting read is high - let 's hope it delivers ... || 0
madonna || 18-20minutes from now I will enjoy them along with some crispy fries while watching my awesome new madonna video collection all 47 of ' them baby || 0
lady gaga || Wow that stupid song lady gaga ha '' alehandro '' sounds exactly like ace of base . . do n't turn around . . lady gaga sucks || -1
windows 7 || i really like windows 7 ! || 1
iphone || damn thats some bullshit ... i had a blackberry for like a year and but i just got the iphone and that shit is sweet || 0
google || ha , I love comment 587 on Issue 9 : . google go issue9 || 0
nicolas cage || perez hilton >> nicolas cage is selling another castle ! : maybe he should be a real estate . . || -1
ipod || already love my new ipod . got awesome features and i have all my music synced . thanks monique ! || 1
wii || where the f is my 3rd wii mote ? i 'm sure it 's in the house by i play the wii so infrequently & by myself that i never noticed it was missing || 0
george bush || am happy the committee dint bestow the award on george bush !! ... though u never know what went backstage ; -RRB- || 0
madonna || KitKat kool 'n Mom dukes crib , watch 'n penis Tracy on the Mac , my manz Al Pacino was that dude in this and madonna was bad as hell , still is || -1
tiger woods || Grassroots to strike gold : The backing of the world 's top players - most notably tiger woods , of course - has b . . || 1
britney spears || help 3 to gain spins on mediabase . vote britney spears on mediabase , television , radio stations and more . . || 0
bill gates || damn you bill gates we 'll be talking soon ! || 0
britney spears || why are you doing this to me twins ?! britney spears '' oops i did it again '' stuck in my head . sensing a terrible headache on its way ! || -1
lady gaga || RT Maxiejnkdh : amazing lady gaga pictures . please RT : xvaangel apple_victor yeyitacool GirlieMayJones QuelWilson || 1
britney spears || ha no way . i 've seen britney spears . she 's way better than snakes ! || 0
britney spears || okay at the bank and some people in front of me have a kid in the front seat britney spears style . they r mexican not white . ikr . surprise . lol || 0
lindsay lohan || spotligh was lindsay lohan ' s ungaro collection really as bad as everyone said - josh ... - slate : was l . . || -1
lindsay lohan || oh lindsay lohan . i could listen to confessions of a broken heart over and over . such a good song . and i can relate to it so much || 1
britney spears || support support britney spears sbs , add a twibbon to your avatar now ! - || 0
psp || man last night was lame stayed home and text the hold tyme playing the psp || 0
john boehner || 3-year-old whining more than Speaker john boehner Why ? He wants to be governor of New Jersey , raise taxes and no ... . || -1
jimmy carter || if it 's good enough for jimmy carter , it 's good enough for me . || 1
madonna || madonna was * terrible * . I thought ScarJo was funny though . I thought the Norwegian cop thing was typically of SNL too long . || 0
jimmy fallon || woohoo woohoo Tom Welling is trending ! And yay he 's gon na be on jimmy fallon 2nite !! < 3 ItsASmallVilleThing : -RRB- || 0
